section,profile,family,m,q,n,metric,value,unit,notes
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:vector_add,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:scalar_times_vector,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:h1,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:h2,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,Setup:h3,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:vector_add,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:h1,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:h2,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,SetSecretValue:h3,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:vector_dot,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:vector_add,2,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:h1,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:h2,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_create:h3,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:vector_dot,8,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:vector_add,14,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:h1,3,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:h2,4,count,
operations,audited_prime_m64,audited_prime,64,4099,1536,full_handshake:h3,2,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:vector_times_matrix,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:matrix_times_vector,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:vector_dot,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:vector_add,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:scalar_times_vector,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:h1,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:h2,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,Setup:h3,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:vector_add,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:h1,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:h2,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,SetSecretValue:h3,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:vector_dot,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:vector_add,2,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:h1,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:h2,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_create:h3,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:vector_dot,8,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:vector_add,14,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:h1,3,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:h2,4,count,
operations,audited_prime_m80,audited_prime,80,6421,2024,full_handshake:h3,2,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:vector_times_matrix,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:matrix_times_vector,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:vector_dot,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:vector_add,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:scalar_times_vector,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:h1,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:h2,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,Setup:h3,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:vector_times_matrix,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:matrix_times_vector,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:vector_dot,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:vector_add,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:scalar_times_vector,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:h1,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:h2,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,SetSecretValue:h3,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:vector_dot,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:vector_add,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:h1,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:h2,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,PartialPrivateKeyExtract:h3,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:vector_times_matrix,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:matrix_times_vector,2,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:vector_dot,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:vector_add,2,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:scalar_times_vector,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:h1,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:h2,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_create:h3,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:vector_times_matrix,2,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:matrix_times_vector,2,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:vector_dot,4,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:vector_add,7,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:scalar_times_vector,3,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:h1,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:h2,2,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,responder_verify_and_reply:h3,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:vector_dot,4,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:vector_add,4,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:h1,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:h2,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,initiator_verify_and_finish:h3,1,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:vector_times_matrix,7,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:matrix_times_vector,4,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:vector_dot,8,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:vector_add,14,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:scalar_times_vector,7,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:h1,3,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:h2,4,count,
operations,audited_prime_m96,audited_prime,96,9221,2529,full_handshake:h3,2,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:vector_times_matrix,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:matrix_times_vector,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:vector_dot,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:vector_add,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:scalar_times_vector,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:h1,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:h2,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,Setup:h3,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:vector_times_matrix,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:matrix_times_vector,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:vector_dot,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:vector_add,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:scalar_times_vector,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:h1,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:h2,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,SetSecretValue:h3,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:vector_dot,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:vector_add,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:h1,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:h2,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,PartialPrivateKeyExtract:h3,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:vector_times_matrix,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:matrix_times_vector,2,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:vector_dot,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:vector_add,2,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:scalar_times_vector,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:h1,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:h2,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_create:h3,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:vector_times_matrix,2,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:matrix_times_vector,2,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:vector_dot,4,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:vector_add,7,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:scalar_times_vector,3,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:h1,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:h2,2,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,responder_verify_and_reply:h3,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:vector_dot,4,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:vector_add,4,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:h1,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:h2,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,initiator_verify_and_finish:h3,1,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:vector_times_matrix,7,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:matrix_times_vector,4,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:vector_dot,8,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:vector_add,14,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:scalar_times_vector,7,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:h1,3,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:h2,4,count,
operations,paper_literal_m112,paper_literal,112,12544,3050,full_handshake:h3,2,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:vector_times_matrix,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:matrix_times_vector,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:vector_dot,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:vector_add,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:scalar_times_vector,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:h1,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:h2,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,Setup:h3,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:vector_times_matrix,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:matrix_times_vector,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:vector_dot,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:vector_add,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:scalar_times_vector,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:h1,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:h2,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,SetSecretValue:h3,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:vector_dot,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:vector_add,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:h1,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:h2,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,PartialPrivateKeyExtract:h3,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:vector_times_matrix,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:matrix_times_vector,2,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:vector_dot,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:vector_add,2,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:scalar_times_vector,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:h1,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:h2,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_create:h3,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:vector_times_matrix,2,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:matrix_times_vector,2,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:vector_dot,4,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:vector_add,7,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:scalar_times_vector,3,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:h1,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:h2,2,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,responder_verify_and_reply:h3,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:vector_times_matrix,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:matrix_times_vector,0,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:vector_dot,4,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:vector_add,4,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:scalar_times_vector,2,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:h1,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:h2,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,initiator_verify_and_finish:h3,1,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:vector_times_matrix,7,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:matrix_times_vector,4,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:vector_dot,8,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:vector_add,14,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:scalar_times_vector,7,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:h1,3,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:h2,4,count,
operations,paper_literal_m128,paper_literal,128,16384,3584,full_handshake:h3,2,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:vector_times_matrix,1,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:matrix_times_vector,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:vector_dot,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:vector_add,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:scalar_times_vector,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:h1,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:h2,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,Setup:h3,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:vector_times_matrix,1,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:matrix_times_vector,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:vector_dot,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:vector_add,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:scalar_times_vector,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:h1,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:h2,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,SetSecretValue:h3,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:vector_times_matrix,1,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:matrix_times_vector,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:vector_dot,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:vector_add,1,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:scalar_times_vector,1,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:h1,1,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:h2,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,PartialPrivateKeyExtract:h3,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,initiator_create:vector_times_matrix,1,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,initiator_create:matrix_times_vector,2,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,initiator_create:vector_dot,0,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,initiator_create:vector_add,2,count,
operations,paper_literal_m160,paper_literal,160,25600,4687,initiator_create:scalar_times_vector,1,count,
